,name,teamName,errorsAgainst,totalErrors,percentErrorsAgainstTeam
0,David Guthrie,Warriors,7,32,21.875
1,Tre Maddox,Mavericks,6,15,40.0
2,Josh Tiven,76ers,6,30,20.0
3,Sean Wright,Nuggets,6,19,31.57894736842105
4,Sean Corbin,Nuggets,6,25,24.0
5,Brent Barnaky,Warriors,5,22,22.727272727272727
6,Josh Tiven,Mavericks,5,30,16.666666666666664
7,Suyash Mehta,Mavericks,5,14,35.714285714285715
8,Ben Taylor,Pacers,5,28,17.857142857142858
9,Ed Malloy,Thunder,5,16,31.25
10,Courtney Kirkland,Pacers,5,21,23.809523809523807
11,Jacyn Goble,Pacers,5,30,16.666666666666664
12,Phenizee Ransom,Pacers,5,17,29.411764705882355
13,Pat Fraher,Kings,5,33,15.151515151515152
14,Pat Fraher,76ers,5,33,15.151515151515152
15,Eric Lewis,Lakers,5,20,25.0
16,Aaron Smith,Warriors,5,19,26.31578947368421
17,Scott Wall,Hornets,4,19,21.052631578947366
18,Matt Myers,Bucks,4,20,20.0
19,Scott Twardoski,Jazz,4,29,13.793103448275861
20,Rodney Mott,Spurs,4,20,20.0
21,Gediminas Petraitis,Pelicans,4,31,12.903225806451612
22,Matt Kallio,Kings,4,15,26.666666666666668
23,Jacyn Goble,76ers,4,30,13.333333333333334
24,Brent Barnaky,Thunder,4,22,18.181818181818183
25,Jacyn Goble,Celtics,4,30,13.333333333333334
26,Jacyn Goble,Cavaliers,4,30,13.333333333333334
27,David Guthrie,Jazz,4,32,12.5
28,Jacyn Goble,Heat,4,30,13.333333333333334
29,Dedric Taylor,Mavericks,4,34,11.76470588235294
30,Brent Barnaky,Celtics,4,22,18.181818181818183
31,Dedric Taylor,Hornets,4,34,11.76470588235294
32,Lauren Holtkamp,Nuggets,4,28,14.285714285714285
33,Lauren Holtkamp,Lakers,4,28,14.285714285714285
34,Courtney Kirkland,Jazz,4,21,19.047619047619047
35,James Capers,Timberwolves,4,19,21.052631578947366
36,Tyler Ford,Pacers,4,25,16.0
37,Tony Brothers,Bucks,4,24,16.666666666666664
38,John Butler,Spurs,4,25,16.0
39,John Butler,Timberwolves,4,25,16.0
40,Justin Van Duyne,Nuggets,4,16,25.0
41,Eric Lewis,Nuggets,4,20,20.0
42,Natalie Sago,Thunder,4,19,21.052631578947366
43,Brandon Schwab,Lakers,4,11,36.36363636363637
44,Nate Green,Heat,4,17,23.52941176470588
45,Matt Boland,Timberwolves,4,25,16.0
46,Gediminas Petraitis,Bucks,4,31,12.903225806451612
47,Matt Boland,Spurs,4,25,16.0
48,Intae Hwang,Hornets,4,6,66.66666666666666
49,Josh Tiven,Raptors,4,30,13.333333333333334
50,David Guthrie,Magic,4,32,12.5
51,David Guthrie,Pistons,4,32,12.5
52,Phenizee Ransom,Hornets,3,17,17.647058823529413
53,Mousa Dagher,Pistons,3,22,13.636363636363635
54,Matt Kallio,Timberwolves,3,15,20.0
55,Matt Kallio,Suns,3,15,20.0
56,Josh Tiven,Timberwolves,3,30,10.0
57,Mousa Dagher,Pacers,3,22,13.636363636363635
58,James Capers,Celtics,3,19,15.789473684210526
59,Aaron Smith,Magic,3,19,15.789473684210526
60,Scott Twardoski,Knicks,3,29,10.344827586206897
61,Scott Twardoski,Hornets,3,29,10.344827586206897
62,Scott Twardoski,Spurs,3,29,10.344827586206897
63,James Capers,Suns,3,19,15.789473684210526
64,Matt Myers,Nuggets,3,20,15.0
65,Courtney Kirkland,Mavericks,3,21,14.285714285714285
66,Jacyn Goble,Rockets,3,30,10.0
67,Leon Wood,Thunder,3,25,12.0
68,Josh Tiven,Spurs,3,30,10.0
69,John Conley,Jazz,3,9,33.33333333333333
70,Zach Zarba,Trail Blazers,3,21,14.285714285714285
71,John Goble,Pacers,3,17,17.647058823529413
72,John Goble,Grizzlies,3,17,17.647058823529413
73,John Goble,Nets,3,17,17.647058823529413
74,Pat O'Connell,Rockets,3,8,37.5
75,Ray Acosta,Celtics,3,14,21.428571428571427
76,Ray Acosta,Mavericks,3,14,21.428571428571427
77,Ray Acosta,Raptors,3,14,21.428571428571427
78,Lauren Holtkamp,Pistons,3,28,10.714285714285714
79,Ed Malloy,Heat,3,16,18.75
80,Ed Malloy,Trail Blazers,3,16,18.75
81,Matt Myers,Pelicans,3,20,15.0
82,Tyler Ford,Heat,3,25,12.0
83,Lauren Holtkamp,Magic,3,28,10.714285714285714
84,Tyler Ford,Nuggets,3,25,12.0
85,Eric Lewis,Mavericks,3,20,15.0
86,Kevin Scott,Suns,3,16,18.75
87,Tre Maddox,Nuggets,3,15,20.0
88,Bill Kennedy,Cavaliers,3,10,30.0
89,Brandon Schwab,Timberwolves,3,11,27.27272727272727
90,John Butler,Hawks,3,25,12.0
91,John Butler,Nuggets,3,25,12.0
92,John Butler,Warriors,3,25,12.0
93,Matt Boland,Trail Blazers,3,25,12.0
94,Matt Boland,Mavericks,3,25,12.0
95,Matt Boland,Hornets,3,25,12.0
96,Marc Davis,Wizards,3,17,17.647058823529413
97,Pat Fraher,Raptors,3,33,9.090909090909092
98,Dedric Taylor,Pacers,3,34,8.823529411764707
99,Leon Wood,Warriors,3,25,12.0
100,Dedric Taylor,Wizards,3,34,8.823529411764707
101,Dedric Taylor,Knicks,3,34,8.823529411764707
102,Dedric Taylor,Heat,3,34,8.823529411764707
103,Tony Brothers,Rockets,3,24,12.5
104,Tony Brothers,Kings,3,24,12.5
105,Tony Brothers,Knicks,3,24,12.5
106,Leon Wood,Hawks,3,25,12.0
107,Scott Wall,Spurs,3,19,15.789473684210526
108,Scott Wall,Kings,3,19,15.789473684210526
109,Marc Davis,Celtics,3,17,17.647058823529413
110,Leon Wood,Magic,3,25,12.0
111,Tyler Ford,Suns,3,25,12.0
112,Zach Zarba,Hawks,3,21,14.285714285714285
113,Zach Zarba,Grizzlies,3,21,14.285714285714285
114,Mousa Dagher,Celtics,3,22,13.636363636363635
115,Nate Green,Pistons,3,17,17.647058823529413
116,Nick Buchert,Mavericks,3,22,13.636363636363635
117,Karl Lane,Timberwolves,3,22,13.636363636363635
118,J.T. Orr,76ers,3,12,25.0
119,J.T. Orr,Thunder,3,12,25.0
120,Gediminas Petraitis,Knicks,3,31,9.67741935483871
121,Gediminas Petraitis,Nets,3,31,9.67741935483871
122,JB DeRosa,Grizzlies,3,20,15.0
123,JB DeRosa,Kings,3,20,15.0
124,Brian Forte,Nuggets,3,21,14.285714285714285
125,Derek Richardson,Trail Blazers,3,10,30.0
126,Zach Zarba,Knicks,3,21,14.285714285714285
127,Jonathan Sterling,Kings,3,17,17.647058823529413
128,Derek Richardson,Nets,3,10,30.0
129,Eric Dalen,Celtics,3,6,50.0
130,Eric Dalen,Timberwolves,3,6,50.0
131,Zach Zarba,Warriors,3,21,14.285714285714285
132,David Guthrie,Hornets,3,32,9.375
133,Natalie Sago,Timberwolves,3,19,15.789473684210526
134,Sean Corbin,Kings,3,25,12.0
135,Sean Corbin,Raptors,3,25,12.0
136,Suyash Mehta,Bulls,3,14,21.428571428571427
137,Karl Lane,Raptors,3,22,13.636363636363635
138,Ben Taylor,Knicks,3,28,10.714285714285714
139,Brett Nansel,Nets,3,16,18.75
140,Jonathan Sterling,Nuggets,3,17,17.647058823529413
141,Jonathan Sterling,Pacers,3,17,17.647058823529413
142,Rodney Mott,Hornets,3,20,15.0
143,Rodney Mott,Celtics,3,20,15.0
144,Jenna Schroeder,Pacers,3,6,50.0
145,Andy Nagy,Trail Blazers,3,12,25.0
146,James Williams,Pistons,3,23,13.043478260869565
147,James Williams,Pelicans,3,23,13.043478260869565
148,Ben Taylor,Nets,3,28,10.714285714285714
149,James Williams,76ers,3,23,13.043478260869565
150,James Williams,Knicks,3,23,13.043478260869565
151,Nick Buchert,Trail Blazers,3,22,13.636363636363635
152,Ben Taylor,Wizards,3,28,10.714285714285714
153,Ashley Moyer-Gleich,76ers,3,8,37.5
154,Brandon Adair,Bulls,2,18,11.11111111111111
155,Brandon Adair,Nuggets,2,18,11.11111111111111
156,Justin Van Duyne,Trail Blazers,2,16,12.5
157,Kevin Scott,Heat,2,16,12.5
158,Rodney Mott,Knicks,2,20,10.0
159,Kevin Scott,Lakers,2,16,12.5
160,Kevin Scott,Bucks,2,16,12.5
161,Jamahl Ralls,Pistons,2,4,50.0
162,Rodney Mott,Cavaliers,2,20,10.0
163,Brandon Adair,Cavaliers,2,18,11.11111111111111
164,Jason Goldenberg,Nuggets,2,12,16.666666666666664
165,Kevin Scott,Jazz,2,16,12.5
166,Tony Brothers,Raptors,2,24,8.333333333333332
167,Brandon Adair,Celtics,2,18,11.11111111111111
168,Tony Brothers,Bulls,2,24,8.333333333333332
169,Nate Green,Suns,2,17,11.76470588235294
170,Robert Hussey,Pelicans,2,10,20.0
171,Curtis Blair,Pistons,2,17,11.76470588235294
172,Mousa Dagher,Raptors,2,22,9.090909090909092
173,Lauren Holtkamp,Knicks,2,28,7.142857142857142
174,Lauren Holtkamp,Jazz,2,28,7.142857142857142
175,Curtis Blair,Timberwolves,2,17,11.76470588235294
176,Curtis Blair,Trail Blazers,2,17,11.76470588235294
177,Lauren Holtkamp,Kings,2,28,7.142857142857142
178,Gediminas Petraitis,Thunder,2,31,6.451612903225806
179,Justin Van Duyne,Mavericks,2,16,12.5
180,Lauren Holtkamp,Wizards,2,28,7.142857142857142
181,Gediminas Petraitis,76ers,2,31,6.451612903225806
182,Gediminas Petraitis,Jazz,2,31,6.451612903225806
183,Gediminas Petraitis,Kings,2,31,6.451612903225806
184,Lauren Holtkamp,Raptors,2,28,7.142857142857142
185,Mousa Dagher,Spurs,2,22,9.090909090909092
186,Gediminas Petraitis,Cavaliers,2,31,6.451612903225806
187,Tyler Ford,Bucks,2,25,8.0
188,Curtis Blair,Nets,2,17,11.76470588235294
189,Curtis Blair,Knicks,2,17,11.76470588235294
190,Curtis Blair,Heat,2,17,11.76470588235294
191,Curtis Blair,Grizzlies,2,17,11.76470588235294
192,Marc Davis,Kings,2,17,11.76470588235294
193,Mousa Dagher,Magic,2,22,9.090909090909092
194,James Capers,Heat,2,19,10.526315789473683
195,James Capers,Mavericks,2,19,10.526315789473683
196,Mousa Dagher,Mavericks,2,22,9.090909090909092
197,Nate Green,Nuggets,2,17,11.76470588235294
198,Robert Hussey,Hawks,2,10,20.0
199,Marc Davis,Timberwolves,2,17,11.76470588235294
200,Nate Green,Hawks,2,17,11.76470588235294
201,Nate Green,Knicks,2,17,11.76470588235294
202,Justin Van Duyne,Thunder,2,16,12.5
203,Andy Nagy,Celtics,2,12,16.666666666666664
204,Jason Goldenberg,76ers,2,12,16.666666666666664
205,Jason Goldenberg,Pacers,2,12,16.666666666666664
206,J.T. Orr,Bulls,2,12,16.666666666666664
207,Brett Nansel,Jazz,2,16,12.5
208,Brett Nansel,Nuggets,2,16,12.5
209,Brett Nansel,Cavaliers,2,16,12.5
210,Brett Nansel,Bucks,2,16,12.5
211,Karl Lane,Trail Blazers,2,22,9.090909090909092
212,Karl Lane,Pelicans,2,22,9.090909090909092
213,Karl Lane,Bulls,2,22,9.090909090909092
214,Karl Lane,76ers,2,22,9.090909090909092
215,Jonathan Sterling,Mavericks,2,17,11.76470588235294
216,Jonathan Sterling,Cavaliers,2,17,11.76470588235294
217,Scott Foster,Pelicans,2,13,15.384615384615385
218,Scott Foster,Magic,2,13,15.384615384615385
219,Scott Foster,Hornets,2,13,15.384615384615385
220,Scott Foster,Hawks,2,13,15.384615384615385
221,Ray Acosta,Knicks,2,14,14.285714285714285
222,Scott Foster,Clippers,2,13,15.384615384615385
223,J.T. Orr,Bucks,2,12,16.666666666666664
224,JB DeRosa,Pelicans,2,20,10.0
225,JB DeRosa,Heat,2,20,10.0
226,Brian Forte,Lakers,2,21,9.523809523809524
227,James Williams,Nuggets,2,23,8.695652173913043
228,James Williams,Nets,2,23,8.695652173913043
229,James Williams,Mavericks,2,23,8.695652173913043
230,James Williams,Heat,2,23,8.695652173913043
231,Ashley Moyer-Gleich,Kings,2,8,25.0
232,Brian Forte,Bucks,2,21,9.523809523809524
233,Brian Forte,Knicks,2,21,9.523809523809524
234,Brian Forte,Thunder,2,21,9.523809523809524
235,JB DeRosa,Bulls,2,20,10.0
236,Brian Forte,Raptors,2,21,9.523809523809524
237,Derek Richardson,Pacers,2,10,20.0
238,Nick Buchert,Pacers,2,22,9.090909090909092
239,Nick Buchert,Clippers,2,22,9.090909090909092
240,Nick Buchert,Bulls,2,22,9.090909090909092
241,Nick Buchert,Timberwolves,2,22,9.090909090909092
242,JB DeRosa,Jazz,2,20,10.0
243,John Goble,Kings,2,17,11.76470588235294
244,Zach Zarba,Clippers,2,21,9.523809523809524
245,John Conley,Timberwolves,2,9,22.22222222222222
246,Matt Boland,76ers,2,25,8.0
247,Dedric Taylor,Nuggets,2,34,5.88235294117647
248,Dedric Taylor,Nets,2,34,5.88235294117647
249,Dedric Taylor,Grizzlies,2,34,5.88235294117647
250,Leon Wood,Heat,2,25,8.0
251,Leon Wood,Kings,2,25,8.0
252,Leon Wood,Nuggets,2,25,8.0
253,Leon Wood,Clippers,2,25,8.0
254,Bill Kennedy,Bucks,2,10,20.0
255,Scott Wall,Heat,2,19,10.526315789473683
256,Bill Kennedy,Nets,2,10,20.0
257,Michael Smith,Celtics,2,7,28.57142857142857
258,Michael Smith,Cavaliers,2,7,28.57142857142857
259,Brandon Schwab,76ers,2,11,18.181818181818183
260,Brandon Schwab,Nuggets,2,11,18.181818181818183
261,Jenna Reneau,Jazz,2,4,50.0
262,Jason Goldenberg,Pelicans,2,12,16.666666666666664
263,Dedric Taylor,Suns,2,34,5.88235294117647
264,Scott Wall,Cavaliers,2,19,10.526315789473683
265,Evan Scott,Grizzlies,2,6,33.33333333333333
266,Scott Twardoski,Bucks,2,29,6.896551724137931
267,Evan Scott,Cavaliers,2,6,33.33333333333333
268,Brandon Adair,Jazz,2,18,11.11111111111111
269,Scott Twardoski,Mavericks,2,29,6.896551724137931
270,Scott Twardoski,Pacers,2,29,6.896551724137931
271,Scott Twardoski,Warriors,2,29,6.896551724137931
272,Scott Twardoski,Kings,2,29,6.896551724137931
273,Scott Twardoski,Nets,2,29,6.896551724137931
274,John Conley,Heat,2,9,22.22222222222222
275,Andy Nagy,Warriors,2,12,16.666666666666664
276,Matt Myers,Cavaliers,2,20,10.0
277,Matt Myers,Celtics,2,20,10.0
278,Mitchell Ervin,Jazz,2,20,10.0
279,Mitchell Ervin,Nuggets,2,20,10.0
280,Mitchell Ervin,Pacers,2,20,10.0
281,Mitchell Ervin,Spurs,2,20,10.0
282,Mitchell Ervin,Heat,2,20,10.0
283,Mark Lindsay,Bulls,2,7,28.57142857142857
284,John Butler,Mavericks,2,25,8.0
285,Mousa Dagher,Nets,2,22,9.090909090909092
286,CJ Washington,Trail Blazers,2,18,11.11111111111111
287,Pat Fraher,Trail Blazers,2,33,6.0606060606060606
288,Pat Fraher,Thunder,2,33,6.0606060606060606
289,Pat Fraher,Jazz,2,33,6.0606060606060606
290,Pat Fraher,Pacers,2,33,6.0606060606060606
291,Sean Corbin,Pistons,2,25,8.0
292,Sean Corbin,76ers,2,25,8.0
293,Sean Corbin,Cavaliers,2,25,8.0
294,CJ Washington,76ers,2,18,11.11111111111111
295,Josh Tiven,Cavaliers,2,30,6.666666666666667
296,CJ Washington,Hawks,2,18,11.11111111111111
297,CJ Washington,Kings,2,18,11.11111111111111
298,CJ Washington,Knicks,2,18,11.11111111111111
299,Courtney Kirkland,76ers,2,21,9.523809523809524
300,Sean Wright,Nets,2,19,10.526315789473683
301,Sean Wright,Hawks,2,19,10.526315789473683
302,Sean Wright,Hornets,2,19,10.526315789473683
303,Pat Fraher,Mavericks,2,33,6.0606060606060606
304,Ben Taylor,Hawks,2,28,7.142857142857142
305,Ben Taylor,Raptors,2,28,7.142857142857142
306,Ben Taylor,Spurs,2,28,7.142857142857142
307,Danielle Scott,Raptors,2,6,33.33333333333333
308,Danielle Scott,Thunder,2,6,33.33333333333333
309,Phenizee Ransom,76ers,2,17,11.76470588235294
310,Aaron Smith,Raptors,2,19,10.526315789473683
311,Aaron Smith,Heat,2,19,10.526315789473683
312,Aaron Smith,Hornets,2,19,10.526315789473683
313,Brent Barnaky,Mavericks,2,22,9.090909090909092
314,Dannica Mosher,Nets,2,11,18.181818181818183
315,Dannica Mosher,Celtics,2,11,18.181818181818183
316,Tyler Ricks,Lakers,2,2,100.0
317,Eric Lewis,Pacers,2,20,10.0
318,Ed Malloy,Celtics,2,16,12.5
319,Eric Lewis,Suns,2,20,10.0
320,Eric Lewis,Celtics,2,20,10.0
321,Tyler Mirkovich,Heat,2,4,50.0
322,Josh Tiven,Lakers,2,30,6.666666666666667
323,Pat Fraher,Bulls,2,33,6.0606060606060606
324,Natalie Sago,Mavericks,2,19,10.526315789473683
325,David Guthrie,Cavaliers,2,32,6.25
326,Suyash Mehta,Heat,2,14,14.285714285714285
327,Natalie Sago,76ers,2,19,10.526315789473683
328,Natalie Sago,Heat,2,19,10.526315789473683
329,Suyash Mehta,Lakers,2,14,14.285714285714285
330,David Guthrie,Nets,2,32,6.25
331,David Guthrie,Kings,2,32,6.25
332,Natalie Sago,Kings,2,19,10.526315789473683
333,Tre Maddox,Lakers,2,15,13.333333333333334
334,Ray Acosta,Pacers,1,14,7.142857142857142
335,Marc Davis,Jazz,1,17,5.88235294117647
336,Scott Foster,Trail Blazers,1,13,7.6923076923076925
337,Ray Acosta,Nets,1,14,7.142857142857142
338,Ray Acosta,Kings,1,14,7.142857142857142
339,Ed Malloy,Mavericks,1,16,6.25
340,Ed Malloy,Lakers,1,16,6.25
341,Marc Davis,Hornets,1,17,5.88235294117647
342,Tre Maddox,Suns,1,15,6.666666666666667
343,Pat O'Connell,Mavericks,1,8,12.5
344,Pat O'Connell,Jazz,1,8,12.5
345,Marc Davis,Suns,1,17,5.88235294117647
346,Pat O'Connell,76ers,1,8,12.5
347,Pat O'Connell,Cavaliers,1,8,12.5
348,Pat O'Connell,Grizzlies,1,8,12.5
349,Marat Kogut,Suns,1,3,33.33333333333333
350,Scott Foster,Cavaliers,1,13,7.6923076923076925
351,Scott Foster,Celtics,1,13,7.6923076923076925
352,Marat Kogut,Magic,1,3,33.33333333333333
353,Mousa Dagher,Kings,1,22,4.545454545454546
354,John Goble,Celtics,1,17,5.88235294117647
355,Ed Malloy,Pacers,1,16,6.25
356,Ben Taylor,Cavaliers,1,28,3.571428571428571
357,Marc Davis,Nuggets,1,17,5.88235294117647
358,Marc Davis,Mavericks,1,17,5.88235294117647
359,Karl Lane,Kings,1,22,4.545454545454546
360,Karl Lane,Wizards,1,22,4.545454545454546
361,Jenna Schroeder,Cavaliers,1,6,16.666666666666664
362,Jenna Schroeder,Mavericks,1,6,16.666666666666664
363,Jenna Schroeder,Nets,1,6,16.666666666666664
