,teamName,opponent,game,gameId,gameDate,pointsScored,pointsAllowed,outcome,callsReceived,errorsInFavor,posessionsInFavor
370,Timberwolves,Heat,Timberwolves vs Heat,0022200252,"November 21, 2022",105,101,WON,1,1,0
371,Heat,Timberwolves,Heat @ Timberwolves,0022200252,"November 21, 2022",101,105,LOSS,0,2,0
372,Wizards,Hornets,Wizards vs Hornets,0022200241,"November 20, 2022",106,102,WON,3,0,0
373,Hornets,Wizards,Hornets @ Wizards,0022200241,"November 20, 2022",102,106,LOSS,0,0,0
374,Kings,Pistons,Kings vs Pistons,0022200242,"November 20, 2022",137,129,WON,2,0,0
375,Pistons,Kings,Pistons @ Kings,0022200242,"November 20, 2022",129,137,LOSS,0,2,0
376,Rockets,Warriors,Rockets vs Warriors,0022200245,"November 20, 2022",120,127,LOSS,2,2,0
377,Warriors,Rockets,Warriors @ Rockets,0022200245,"November 20, 2022",127,120,WON,0,1,0
378,Mavericks,Nuggets,Mavericks vs Nuggets,0022200246,"November 20, 2022",97,98,LOSS,1,1,0
379,Nuggets,Mavericks,Nuggets @ Mavericks,0022200246,"November 20, 2022",98,97,WON,0,1,0
380,Hawks,Raptors,Hawks vs Raptors,0022200235,"November 19, 2022",124,122,WON,4,2,0
381,Raptors,Hawks,Raptors @ Hawks,0022200235,"November 19, 2022",122,124,LOSS,0,0,0
382,Pacers,Magic,Pacers vs Magic,0022200236,"November 19, 2022",114,113,WON,0,0,0
383,Magic,Pacers,Magic @ Pacers,0022200236,"November 19, 2022",113,114,LOSS,0,1,0
384,76ers,Timberwolves,76ers vs Timberwolves,0022200237,"November 19, 2022",109,112,LOSS,2,3,0
385,Timberwolves,76ers,Timberwolves @ 76ers,0022200237,"November 19, 2022",112,109,WON,0,2,0
386,Trail Blazers,Jazz,Trail Blazers vs Jazz,0022200238,"November 19, 2022",113,118,LOSS,3,0,0
387,Jazz,Trail Blazers,Jazz @ Trail Blazers,0022200238,"November 19, 2022",118,113,WON,0,0,0
388,Wizards,Heat,Wizards vs Heat,0022200224,"November 18, 2022",107,106,WON,2,2,0
389,Heat,Wizards,Heat @ Wizards,0022200224,"November 18, 2022",106,107,LOSS,0,1,0
390,Cavaliers,Hornets,Cavaliers vs Hornets,0022200225,"November 18, 2022",132,122,WON,0,1,0
391,Hornets,Cavaliers,Hornets @ Cavaliers,0022200225,"November 18, 2022",122,132,LOSS,0,1,0
392,Bulls,Magic,Bulls vs Magic,0022200227,"November 18, 2022",107,108,LOSS,1,0,0
393,Magic,Bulls,Magic @ Bulls,0022200227,"November 18, 2022",108,107,WON,0,1,0
394,Jazz,Suns,Jazz vs Suns,0022200232,"November 18, 2022",134,133,WON,2,0,0
395,Suns,Jazz,Suns @ Jazz,0022200232,"November 18, 2022",133,134,LOSS,0,0,0
396,Trail Blazers,Nets,Trail Blazers vs Nets,0022200221,"November 17, 2022",107,109,LOSS,1,1,0
397,Nets,Trail Blazers,Nets @ Trail Blazers,0022200221,"November 17, 2022",109,107,WON,0,0,0
398,Wizards,Thunder,Wizards vs Thunder,0022200213,"November 16, 2022",120,121,LOSS,1,0,0
399,Thunder,Wizards,Thunder @ Wizards,0022200213,"November 16, 2022",121,120,WON,0,0,0
400,Nuggets,Knicks,Nuggets vs Knicks,0022200219,"November 16, 2022",103,106,LOSS,2,0,0
401,Knicks,Nuggets,Knicks @ Nuggets,0022200219,"November 16, 2022",106,103,WON,0,0,0
402,Mavericks,Clippers,Mavericks vs Clippers,0022200207,"November 15, 2022",103,101,WON,1,0,0
403,Clippers,Mavericks,Clippers @ Mavericks,0022200207,"November 15, 2022",101,103,LOSS,0,1,0
404,Trail Blazers,Spurs,Trail Blazers vs Spurs,0022200209,"November 15, 2022",117,110,WON,0,0,0
405,Spurs,Trail Blazers,Spurs @ Trail Blazers,0022200209,"November 15, 2022",110,117,LOSS,0,0,0
406,Pistons,Raptors,Pistons vs Raptors,0022200199,"November 14, 2022",111,115,LOSS,3,2,0
407,Raptors,Pistons,Raptors @ Pistons,0022200199,"November 14, 2022",115,111,WON,0,0,0
408,Celtics,Thunder,Celtics vs Thunder,0022200201,"November 14, 2022",126,122,WON,2,1,0
409,Thunder,Celtics,Thunder @ Celtics,0022200201,"November 14, 2022",122,126,LOSS,0,0,0
410,Heat,Suns,Heat vs Suns,0022200202,"November 14, 2022",113,112,WON,1,2,0
411,Suns,Heat,Suns @ Heat,0022200202,"November 14, 2022",112,113,LOSS,1,2,0
412,Cavaliers,Timberwolves,Cavaliers vs Timberwolves,0022200193,"November 13, 2022",124,129,LOSS,3,3,0
413,Timberwolves,Cavaliers,Timberwolves @ Cavaliers,0022200193,"November 13, 2022",129,124,WON,0,0,0
414,76ers,Jazz,76ers vs Jazz,0022200195,"November 13, 2022",105,98,WON,2,2,0
415,Jazz,76ers,Jazz @ 76ers,0022200195,"November 13, 2022",98,105,LOSS,0,0,0
416,Mavericks,Trail Blazers,Mavericks vs Trail Blazers,0022200190,"November 12, 2022",117,112,WON,2,0,0
417,Trail Blazers,Mavericks,Trail Blazers @ Mavericks,0022200190,"November 12, 2022",112,117,LOSS,0,1,0
418,Pelicans,Rockets,Pelicans vs Rockets,0022200191,"November 12, 2022",119,106,WON,1,0,0
419,Rockets,Pelicans,Rockets @ Pelicans,0022200191,"November 12, 2022",106,119,LOSS,0,1,0
420,Warriors,Cavaliers,Warriors vs Cavaliers,0022200182,"November 11, 2022",106,101,WON,2,1,0
421,Cavaliers,Warriors,Cavaliers @ Warriors,0022200182,"November 11, 2022",101,106,LOSS,0,0,0
422,Lakers,Kings,Lakers vs Kings,0022200183,"November 11, 2022",114,120,LOSS,3,1,0
423,Kings,Lakers,Kings @ Lakers,0022200183,"November 11, 2022",120,114,WON,0,0,0
424,Heat,Hornets,Heat vs Hornets,0022200174,"November 10, 2022",117,112,WON,2,0,0
425,Hornets,Heat,Hornets @ Heat,0022200174,"November 10, 2022",112,117,LOSS,0,2,0
426,Pacers,Nuggets,Pacers vs Nuggets,0022200160,"November 09, 2022",119,122,LOSS,3,1,0
427,Nuggets,Pacers,Nuggets @ Pacers,0022200160,"November 09, 2022",122,119,WON,0,3,0
428,Bulls,Pelicans,Bulls vs Pelicans,0022200166,"November 09, 2022",111,115,LOSS,4,1,0
429,Pelicans,Bulls,Pelicans @ Bulls,0022200166,"November 09, 2022",115,111,WON,0,2,0
430,Thunder,Bucks,Thunder vs Bucks,0022200168,"November 09, 2022",132,136,LOSS,6,1,0
431,Bucks,Thunder,Bucks @ Thunder,0022200168,"November 09, 2022",136,132,WON,0,2,0
432,Spurs,Grizzlies,Spurs vs Grizzlies,0022200169,"November 09, 2022",122,124,LOSS,2,1,0
433,Grizzlies,Spurs,Grizzlies @ Spurs,0022200169,"November 09, 2022",124,122,WON,0,0,0
434,Kings,Cavaliers,Kings vs Cavaliers,0022200171,"November 09, 2022",127,120,WON,2,0,0
435,Cavaliers,Kings,Cavaliers @ Kings,0022200171,"November 09, 2022",120,127,LOSS,0,1,0
436,Heat,Trail Blazers,Heat vs Trail Blazers,0022200150,"November 07, 2022",107,110,LOSS,4,0,0
437,Trail Blazers,Heat,Trail Blazers @ Heat,0022200150,"November 07, 2022",110,107,WON,0,1,0
438,Grizzlies,Celtics,Grizzlies vs Celtics,0022200152,"November 07, 2022",106,109,LOSS,4,3,0
439,Celtics,Grizzlies,Celtics @ Grizzlies,0022200152,"November 07, 2022",109,106,WON,0,0,0
440,Spurs,Nuggets,Spurs vs Nuggets,0022200154,"November 07, 2022",109,115,LOSS,1,1,0
441,Nuggets,Spurs,Nuggets @ Spurs,0022200154,"November 07, 2022",115,109,WON,0,0,0
442,Mavericks,Nets,Mavericks vs Nets,0022200155,"November 07, 2022",96,94,WON,3,0,0
443,Nets,Mavericks,Nets @ Mavericks,0022200155,"November 07, 2022",94,96,LOSS,0,2,0
444,Warriors,Kings,Warriors vs Kings,0022200156,"November 07, 2022",116,113,WON,2,2,0
445,Kings,Warriors,Kings @ Warriors,0022200156,"November 07, 2022",113,116,LOSS,0,0,0
446,Clippers,Cavaliers,Clippers vs Cavaliers,0022200158,"November 07, 2022",119,117,WON,2,2,0
447,Cavaliers,Clippers,Cavaliers @ Clippers,0022200158,"November 07, 2022",117,119,LOSS,0,1,0
448,Magic,Kings,Magic vs Kings,0022200132,"November 05, 2022",123,126,LOSS,4,2,0
449,Kings,Magic,Kings @ Magic,0022200132,"November 05, 2022",126,123,WON,0,3,0
450,Hornets,Nets,Hornets vs Nets,0022200133,"November 05, 2022",94,98,LOSS,2,2,0
451,Nets,Hornets,Nets @ Hornets,0022200133,"November 05, 2022",98,94,WON,0,0,0
452,Hawks,Pelicans,Hawks vs Pelicans,0022200134,"November 05, 2022",124,121,WON,4,2,0
453,Pelicans,Hawks,Pelicans @ Hawks,0022200134,"November 05, 2022",121,124,LOSS,0,1,0
454,Pacers,Heat,Pacers vs Heat,0022200121,"November 04, 2022",101,99,WON,2,2,0
455,Heat,Pacers,Heat @ Pacers,0022200121,"November 04, 2022",99,101,LOSS,0,0,0
456,76ers,Knicks,76ers vs Knicks,0022200122,"November 04, 2022",104,106,LOSS,6,1,0
457,Knicks,76ers,Knicks @ 76ers,0022200122,"November 04, 2022",106,104,WON,0,0,0
458,Celtics,Bulls,Celtics vs Bulls,0022200124,"November 04, 2022",123,119,WON,2,0,0
459,Bulls,Celtics,Bulls @ Celtics,0022200124,"November 04, 2022",119,123,LOSS,0,3,0
460,Mavericks,Raptors,Mavericks vs Raptors,0022200127,"November 04, 2022",111,110,WON,1,2,0
461,Raptors,Mavericks,Raptors @ Mavericks,0022200127,"November 04, 2022",110,111,LOSS,0,1,0
462,Suns,Trail Blazers,Suns vs Trail Blazers,0022200130,"November 04, 2022",106,108,LOSS,1,0,0
463,Trail Blazers,Suns,Trail Blazers @ Suns,0022200130,"November 04, 2022",108,106,WON,0,3,0
464,Magic,Warriors,Magic vs Warriors,0022200118,"November 03, 2022",130,129,WON,2,0,0
465,Warriors,Magic,Warriors @ Magic,0022200118,"November 03, 2022",129,130,LOSS,0,1,0
466,Cavaliers,Celtics,Cavaliers vs Celtics,0022200107,"November 02, 2022",114,113,WON,2,2,0
467,Celtics,Cavaliers,Celtics @ Cavaliers,0022200107,"November 02, 2022",113,114,LOSS,0,2,0
468,Heat,Kings,Heat vs Kings,0022200109,"November 02, 2022",110,107,WON,2,1,0
469,Kings,Heat,Kings @ Heat,0022200109,"November 02, 2022",107,110,LOSS,0,0,0
470,Mavericks,Jazz,Mavericks vs Jazz,0022200115,"November 02, 2022",103,100,WON,0,1,0
471,Jazz,Mavericks,Jazz @ Mavericks,0022200115,"November 02, 2022",100,103,LOSS,0,0,0
472,Trail Blazers,Grizzlies,Trail Blazers vs Grizzlies,0022200116,"November 02, 2022",106,111,LOSS,6,0,0
473,Grizzlies,Trail Blazers,Grizzlies @ Trail Blazers,0022200116,"November 02, 2022",111,106,WON,0,3,0
474,Lakers,Pelicans,Lakers vs Pelicans,0022200117,"November 02, 2022",120,117,WON,3,1,0
475,Pelicans,Lakers,Pelicans @ Lakers,0022200117,"November 02, 2022",117,120,LOSS,0,1,0
476,Heat,Warriors,Heat vs Warriors,0022200104,"November 01, 2022",116,109,WON,1,0,0
477,Warriors,Heat,Warriors @ Heat,0022200104,"November 01, 2022",109,116,LOSS,0,0,0
478,Thunder,Magic,Thunder vs Magic,0022200105,"November 01, 2022",116,108,WON,3,0,0
479,Magic,Thunder,Magic @ Thunder,0022200105,"November 01, 2022",108,116,LOSS,0,0,0
480,Hornets,Kings,Hornets vs Kings,0022200096,"October 31, 2022",108,115,LOSS,3,1,0
481,Kings,Hornets,Kings @ Hornets,0022200096,"October 31, 2022",115,108,WON,0,0,0
482,Nets,Pacers,Nets vs Pacers,0022200098,"October 31, 2022",116,109,WON,0,2,0
483,Pacers,Nets,Pacers @ Nets,0022200098,"October 31, 2022",109,116,LOSS,0,3,0
484,Bucks,Pistons,Bucks vs Pistons,0022200100,"October 31, 2022",110,108,WON,1,0,0
485,Pistons,Bucks,Pistons @ Bucks,0022200100,"October 31, 2022",108,110,LOSS,0,1,0
486,Clippers,Rockets,Clippers vs Rockets,0022200102,"October 31, 2022",95,93,WON,1,0,0
487,Rockets,Clippers,Rockets @ Clippers,0022200102,"October 31, 2022",93,95,LOSS,0,2,0
488,Hornets,Warriors,Hornets vs Warriors,0022200082,"October 29, 2022",120,113,WON,1,0,0
489,Warriors,Hornets,Warriors @ Hornets,0022200082,"October 29, 2022",113,120,LOSS,0,3,0
490,Bulls,76ers,Bulls vs 76ers,0022200084,"October 29, 2022",109,114,LOSS,2,1,0
491,76ers,Bulls,76ers @ Bulls,0022200084,"October 29, 2022",114,109,WON,0,0,0
492,Bucks,Hawks,Bucks vs Hawks,0022200085,"October 29, 2022",123,115,WON,2,1,0
493,Hawks,Bucks,Hawks @ Bucks,0022200085,"October 29, 2022",115,123,LOSS,0,0,0
494,Mavericks,Thunder,Mavericks vs Thunder,0022200086,"October 29, 2022",111,117,LOSS,0,2,0
495,Thunder,Mavericks,Thunder @ Mavericks,0022200086,"October 29, 2022",117,111,WON,0,1,0
496,Jazz,Grizzlies,Jazz vs Grizzlies,0022200087,"October 29, 2022",124,123,WON,1,1,0
497,Grizzlies,Jazz,Grizzlies @ Jazz,0022200087,"October 29, 2022",123,124,LOSS,0,2,0
498,Celtics,Cavaliers,Celtics vs Cavaliers,0022200072,"October 28, 2022",123,132,LOSS,6,1,0
499,Cavaliers,Celtics,Cavaliers @ Celtics,0022200072,"October 28, 2022",132,123,WON,0,0,0
500,Spurs,Bulls,Spurs vs Bulls,0022200077,"October 28, 2022",129,124,WON,1,1,0
501,Bulls,Spurs,Bulls @ Spurs,0022200077,"October 28, 2022",124,129,LOSS,0,1,0
502,Nets,Mavericks,Nets vs Mavericks,0022200066,"October 27, 2022",125,129,LOSS,4,1,0
503,Mavericks,Nets,Mavericks @ Nets,0022200066,"October 27, 2022",129,125,WON,0,2,0
504,Pistons,Hawks,Pistons vs Hawks,0022200057,"October 26, 2022",113,118,LOSS,3,1,0
505,Hawks,Pistons,Hawks @ Pistons,0022200057,"October 26, 2022",118,113,WON,0,1,0
506,Knicks,Hornets,Knicks vs Hornets,0022200058,"October 26, 2022",134,131,WON,2,1,0
507,Hornets,Knicks,Hornets @ Knicks,0022200058,"October 26, 2022",131,134,LOSS,0,3,0
508,Pelicans,Mavericks,Pelicans vs Mavericks,0022200053,"October 25, 2022",113,111,WON,1,1,0
509,Mavericks,Pelicans,Mavericks @ Pelicans,0022200053,"October 25, 2022",111,113,LOSS,0,1,0
510,Heat,Raptors,Heat vs Raptors,0022200045,"October 24, 2022",90,98,LOSS,2,0,0
511,Raptors,Heat,Raptors @ Heat,0022200045,"October 24, 2022",98,90,WON,0,0,0
512,Rockets,Jazz,Rockets vs Jazz,0022200048,"October 24, 2022",114,108,WON,1,0,0
513,Jazz,Rockets,Jazz @ Rockets,0022200048,"October 24, 2022",108,114,LOSS,0,0,0
514,Lakers,Trail Blazers,Lakers vs Trail Blazers,0022200037,"October 23, 2022",104,106,LOSS,1,3,0
515,Trail Blazers,Lakers,Trail Blazers @ Lakers,0022200037,"October 23, 2022",106,104,WON,0,1,0
516,Cavaliers,Wizards,Cavaliers vs Wizards,0022200039,"October 23, 2022",117,107,WON,3,1,0
517,Wizards,Cavaliers,Wizards @ Cavaliers,0022200039,"October 23, 2022",107,117,LOSS,0,1,0
518,Pelicans,Jazz,Pelicans vs Jazz,0022200040,"October 23, 2022",121,122,LOSS,4,0,0
519,Jazz,Pelicans,Jazz @ Pelicans,0022200040,"October 23, 2022",122,121,WON,0,0,0
520,Heat,Raptors,Heat vs Raptors,0022200031,"October 22, 2022",112,109,WON,4,0,0
521,Raptors,Heat,Raptors @ Heat,0022200031,"October 22, 2022",109,112,LOSS,0,2,0
522,Nuggets,Thunder,Nuggets vs Thunder,0022200035,"October 22, 2022",122,117,WON,4,0,0
523,Thunder,Nuggets,Thunder @ Nuggets,0022200035,"October 22, 2022",117,122,LOSS,0,2,0
524,Kings,Clippers,Kings vs Clippers,0022200036,"October 22, 2022",109,111,LOSS,3,0,0
525,Clippers,Kings,Clippers @ Kings,0022200036,"October 22, 2022",111,109,WON,0,2,0
526,Pacers,Spurs,Pacers vs Spurs,0022200018,"October 21, 2022",134,137,LOSS,4,2,0
527,Spurs,Pacers,Spurs @ Pacers,0022200018,"October 21, 2022",137,134,WON,0,2,0
528,Wizards,Bulls,Wizards vs Bulls,0022200019,"October 21, 2022",102,100,WON,1,1,0
529,Bulls,Wizards,Bulls @ Wizards,0022200019,"October 21, 2022",100,102,LOSS,0,0,0
530,Nets,Raptors,Nets vs Raptors,0022200021,"October 21, 2022",109,105,WON,1,1,0
531,Raptors,Nets,Raptors @ Nets,0022200021,"October 21, 2022",105,109,LOSS,0,0,0
532,Timberwolves,Jazz,Timberwolves vs Jazz,0022200025,"October 21, 2022",126,132,LOSS,0,1,0
533,Jazz,Timberwolves,Jazz @ Timberwolves,0022200025,"October 21, 2022",132,126,WON,0,0,0
534,Warriors,Nuggets,Warriors vs Nuggets,0022200026,"October 21, 2022",123,128,LOSS,4,1,0
535,Nuggets,Warriors,Nuggets @ Warriors,0022200026,"October 21, 2022",128,123,WON,0,0,0
536,Trail Blazers,Suns,Trail Blazers vs Suns,0022200027,"October 21, 2022",113,111,WON,3,0,0
537,Suns,Trail Blazers,Suns @ Trail Blazers,0022200027,"October 21, 2022",111,113,LOSS,0,0,0
538,76ers,Bucks,76ers vs Bucks,0022200015,"October 20, 2022",88,90,LOSS,2,1,0
539,Bucks,76ers,Bucks @ 76ers,0022200015,"October 20, 2022",90,88,WON,0,1,0
540,Pistons,Magic,Pistons vs Magic,0022200003,"October 19, 2022",113,109,WON,1,1,0
541,Magic,Pistons,Magic @ Pistons,0022200003,"October 19, 2022",109,113,LOSS,0,2,0
542,Pacers,Wizards,Pacers vs Wizards,0022200004,"October 19, 2022",107,114,LOSS,2,0,0
543,Wizards,Pacers,Wizards @ Pacers,0022200004,"October 19, 2022",114,107,WON,0,0,0
544,Raptors,Cavaliers,Raptors vs Cavaliers,0022200008,"October 19, 2022",108,105,WON,5,0,0
545,Cavaliers,Raptors,Cavaliers @ Raptors,0022200008,"October 19, 2022",105,108,LOSS,0,3,0
546,Grizzlies,Knicks,Grizzlies vs Knicks,0022200009,"October 19, 2022",115,112,WON,5,1,0
547,Knicks,Grizzlies,Knicks @ Grizzlies,0022200009,"October 19, 2022",112,115,LOSS,0,2,0
548,Timberwolves,Thunder,Timberwolves vs Thunder,0022200010,"October 19, 2022",115,108,WON,2,0,0
549,Thunder,Timberwolves,Thunder @ Timberwolves,0022200010,"October 19, 2022",108,115,LOSS,0,1,0
550,Suns,Mavericks,Suns vs Mavericks,0022200013,"October 19, 2022",107,105,WON,2,0,0
551,Mavericks,Suns,Mavericks @ Suns,0022200013,"October 19, 2022",105,107,LOSS,0,1,0
552,Kings,Trail Blazers,Kings vs Trail Blazers,0022200014,"October 19, 2022",108,115,LOSS,7,1,0
553,Trail Blazers,Kings,Trail Blazers @ Kings,0022200014,"October 19, 2022",115,108,WON,0,0,0
